	geo_value	signal	time_value	issue	lag	missing_value	missing_stderr	missing_sample_size	value	stderr	sample_size	geo_type	data_source
0	us	confirmed_7dav_incidence_num	2021-10-02	2022-02-18	139	0	5	5	106665.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-03	2021-10-21	18	0	5	5	105142.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-04	2021-10-21	17	0	5	5	104493.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-05	2021-10-21	16	0	5	5	100650.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-06	2021-10-21	15	0	5	5	99106.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-07	2021-10-21	14	0	5	5	98439.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-08	2022-02-18	133	0	5	5	96912.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-09	2022-02-18	132	0	5	5	95382.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-10	2022-02-18	131	0	5	5	94939.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-11	2021-10-21	10	0	5	5	86961.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-12	2021-10-28	16	0	5	5	88037.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-13	2021-10-21	8	0	5	5	87865.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-14	2021-10-21	7	0	5	5	85704.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-15	2022-02-18	126	0	5	5	84511.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-16	2022-02-18	125	0	5	5	82530.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-17	2022-02-18	124	0	5	5	82416.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-18	2021-10-23	5	0	5	5	81823.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-19	2021-10-28	9	0	5	5	80359.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-20	2021-10-25	5	0	5	5	73577.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-21	2022-02-18	120	0	5	5	71684.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-22	2022-02-18	119	0	5	5	71160.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-23	2022-02-18	118	0	5	5	72453.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-24	2022-02-18	117	0	5	5	72724.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-25	2022-02-18	116	0	5	5	72835.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-26	2022-02-18	115	0	5	5	71166.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-27	2022-02-18	114	0	5	5	71471.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-28	2022-02-18	113	0	5	5	72015.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-29	2022-02-18	112	0	5	5	74343.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-30	2022-02-18	111	0	5	5	72464.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-10-31	2022-02-18	110	0	5	5	72350.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-01	2022-02-18	109	0	5	5	71857.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-02	2022-02-18	108	0	5	5	71045.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-03	2022-02-18	107	0	5	5	71698.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-04	2022-02-18	106	0	5	5	70595.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-05	2022-02-18	105	0	5	5	71256.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-06	2022-02-18	104	0	5	5	71595.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-07	2022-02-18	103	0	5	5	72567.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-08	2022-02-18	102	0	5	5	72787.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-09	2022-02-18	101	0	5	5	73060.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-10	2022-02-18	100	0	5	5	75568.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-11	2022-02-18	99	0	5	5	74463.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-12	2021-12-04	22	0	5	5	78384.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-13	2021-12-04	21	0	5	5	80621.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-14	2021-12-04	20	0	5	5	79549.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-15	2022-02-18	95	0	5	5	85346.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-16	2022-02-18	94	0	5	5	85546.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-17	2022-02-18	93	0	5	5	86732.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-18	2022-02-18	92	0	5	5	94405.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-19	2021-11-23	4	0	5	5	91883.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-20	2021-11-25	5	0	5	5	89649.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-21	2021-11-25	4	0	5	5	90700.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-22	2022-02-18	88	0	5	5	92913.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-23	2022-02-18	87	0	5	5	95443.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-24	2022-02-18	86	0	5	5	95748.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-25	2021-12-03	8	0	5	5	84220.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-26	2021-12-03	7	0	5	5	79429.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-27	2021-12-02	5	0	5	5	78946.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-28	2021-12-03	5	0	5	5	77994.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-29	2021-12-04	5	0	5	5	80842.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-11-30	2021-12-05	5	0	5	5	82234.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-01	2021-12-05	4	0	5	5	86712.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-02	2021-12-05	3	0	5	5	99667.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-03	2021-12-08	5	0	5	5	110663.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-04	2021-12-09	5	0	5	5	112083.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-05	2021-12-10	5	0	5	5	115334.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-06	2021-12-10	4	0	5	5	116057.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-07	2021-12-10	3	0	5	5	116352.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-08	2021-12-10	2	0	5	5	116427.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-09	2021-12-15	6	0	5	5	117707.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-10	2021-12-15	5	0	5	5	118456.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-11	2021-12-15	4	0	5	5	118614.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-12	2021-12-15	3	0	5	5	118575.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-13	2021-12-18	5	0	5	5	119502.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-14	2021-12-19	5	0	5	5	120941.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-15	2021-12-19	4	0	5	5	121658.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-16	2021-12-22	6	0	5	5	124774.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-17	2021-12-23	6	0	5	5	125218.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-18	2021-12-24	6	0	5	5	135783.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-19	2021-12-25	6	0	5	5	139709.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-20	2021-12-25	5	0	5	5	152337.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-21	2021-12-25	4	0	5	5	164067.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-22	2021-12-25	3	0	5	5	176406.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-23	2021-12-29	6	0	5	5	197337.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-24	2021-12-30	6	0	5	5	203321.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-25	2021-12-30	5	0	5	5	202060.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-26	2022-01-01	6	0	5	5	223123.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-27	2022-01-01	5	0	5	5	246358.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-28	2022-01-01	4	0	5	5	267010.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-29	2022-01-04	6	0	5	5	305434.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-30	2022-01-05	6	0	5	5	337392.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2021-12-31	2022-01-06	6	0	5	5	397459.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-01	2022-01-07	6	0	5	5	418518.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-02	2022-01-08	6	0	5	5	414469.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-03	2022-01-09	6	0	5	5	504546.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-04	2022-01-09	5	0	5	5	544558.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-05	2022-01-09	4	0	5	5	553201.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-06	2022-01-12	6	0	5	5	634987.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-07	2022-01-12	5	0	5	5	655757.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-08	2022-01-14	6	0	5	5	706382.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-09	2022-02-18	40	0	5	5	733225.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-10	2022-01-16	6	0	5	5	753715.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-11	2022-01-16	5	0	5	5	761423.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-12	2022-01-16	4	0	5	5	793051.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-13	2022-01-19	6	0	5	5	777931.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-14	2022-01-20	6	0	5	5	782128.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-15	2022-01-20	5	0	5	5	734051.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-16	2022-02-18	33	0	5	5	753951.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-17	2022-01-23	6	0	5	5	695046.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-18	2022-01-23	5	0	5	5	734889.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-19	2022-01-25	6	0	5	5	773735.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-20	2022-01-25	5	0	5	5	720497.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-21	2022-01-26	5	0	5	5	696741.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-22	2022-01-27	5	0	5	5	696518.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-23	2022-02-18	26	0	5	5	658965.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-24	2022-01-29	5	0	5	5	685640.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-25	2022-01-30	5	0	5	5	609552.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-26	2022-01-30	4	0	5	5	554248.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-27	2022-02-01	5	0	5	5	537939.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-28	2022-02-01	4	0	5	5	508180.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-29	2022-02-03	5	0	5	5	492187.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-30	2022-02-18	19	0	5	5	468650.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-01-31	2022-02-05	5	0	5	5	416771.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-01	2022-02-06	5	0	5	5	405847.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-02	2022-02-06	4	0	5	5	350300.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-03	2022-02-18	15	0	5	5	319468.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-04	2022-02-18	14	0	5	5	300742.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-05	2022-02-18	13	0	5	5	292445.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-06	2022-02-18	12	0	5	5	304231.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-07	2022-02-12	5	0	5	5	257566.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-08	2022-02-12	4	0	5	5	228048.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-09	2022-02-12	3	0	5	5	218495.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-10	2022-02-18	8	0	5	5	201423.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-11	2022-02-18	7	0	5	5	184737.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-12	2022-02-18	6	0	5	5	182241.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-13	2022-02-18	5	0	5	5	163936.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-14	2022-02-19	5	0	5	5	144731.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-15	2022-02-19	4	0	5	5	138386.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-16	2022-02-19	3	0	5	5	123084.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-17	2022-03-19	30	0	5	5	111444.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-18	2022-02-23	5	0	5	5	100422.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-19	2022-02-24	5	0	5	5	99365.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-20	2022-03-19	27	0	5	5	96920.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-21	2022-03-19	26	0	5	5	81931.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-22	2022-02-27	5	0	5	5	77133.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-23	2022-03-03	8	0	5	5	76914.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-24	2022-03-19	23	0	5	5	71655.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-25	2022-03-19	22	0	5	5	68937.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-26	2022-03-19	21	0	5	5	61133.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-27	2022-03-19	20	0	5	5	62035.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-02-28	2022-03-19	19	0	5	5	62737.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-01	2022-03-06	5	0	5	5	61144.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-02	2022-03-06	4	0	5	5	51956.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-03	2022-03-19	16	0	5	5	49880.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-04	2022-03-19	15	0	5	5	45587.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-05	2022-03-19	14	0	5	5	45872.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-06	2022-03-18	12	0	5	5	42027.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-07	2022-03-18	11	0	5	5	38551.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-08	2022-03-13	5	0	5	5	36137.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-09	2022-03-13	4	0	5	5	37436.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-10	2022-03-13	3	0	5	5	37156.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-11	2022-03-16	5	0	5	5	35635.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-12	2022-03-17	5	0	5	5	34355.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-13	2022-03-18	5	0	5	5	34892.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-14	2022-03-19	5	0	5	5	33047.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-15	2022-03-20	5	0	5	5	32324.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-16	2022-03-20	4	0	5	5	28431.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-17	2022-03-20	3	0	5	5	27101.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-18	2022-03-20	2	0	5	5	24051.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-19	2022-03-24	5	0	5	5	29860.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-20	2022-03-25	5	0	5	5	30332.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-21	2022-03-26	5	0	5	5	29584.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-22	2022-03-26	4	0	5	5	29334.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-23	2022-03-26	3	0	5	5	30284.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-24	2022-03-30	6	0	5	5	31627.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-25	2022-03-30	5	0	5	5	32701.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-26	2022-04-01	6	0	5	5	27366.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-27	2022-04-02	6	0	5	5	26407.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-28	2022-04-03	6	0	5	5	28426.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-29	2022-04-03	5	0	5	5	29050.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-30	2022-04-03	4	0	5	5	30577.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-03-31	2022-04-06	6	0	5	5	30747.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-01	2022-04-07	6	0	5	5	30723.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-02	2022-04-07	5	0	5	5	30805.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-03	2022-04-09	6	0	5	5	31016.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-04	2022-04-28	24	0	5	5	29745.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-05	2022-04-28	23	0	5	5	29930.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-06	2022-04-28	22	0	5	5	27599.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-07	2022-04-28	21	0	5	5	26728.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-08	2022-04-28	20	0	5	5	27622.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-09	2022-04-28	19	0	5	5	27212.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-10	2022-04-28	18	0	5	5	29169.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-11	2022-04-28	17	0	5	5	30229.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-12	2022-04-28	16	0	5	5	29715.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-13	2022-04-28	15	0	5	5	33301.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-14	2022-04-28	14	0	5	5	35753.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-15	2022-04-28	13	0	5	5	35129.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-16	2022-04-28	12	0	5	5	35325.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-17	2022-04-28	11	0	5	5	35643.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-18	2022-04-28	10	0	5	5	35694.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-19	2022-05-06	17	0	5	5	39537.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-20	2022-05-06	16	0	5	5	40812.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-21	2022-05-06	15	0	5	5	40546.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-22	2022-05-06	14	0	5	5	41805.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-23	2022-05-06	13	0	5	5	45061.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-24	2022-05-06	12	0	5	5	43683.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-25	2022-05-06	11	0	5	5	45874.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-26	2022-05-06	10	0	5	5	44951.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-27	2022-05-06	9	0	5	5	48855.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-28	2022-05-06	8	0	5	5	50673.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-29	2022-05-06	7	0	5	5	52055.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-04-30	2022-05-06	6	0	5	5	53223.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-01	2022-05-07	6	0	5	5	54659.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-02	2022-05-07	5	0	5	5	56251.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-03	2022-05-07	4	0	5	5	57105.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-04	2022-05-10	6	0	5	5	59142.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-05	2022-05-11	6	0	5	5	61919.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-06	2022-05-12	6	0	5	5	63139.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-07	2022-05-13	6	0	5	5	66923.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-08	2022-05-14	6	0	5	5	65424.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-09	2022-05-15	6	0	5	5	71548.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-10	2022-05-15	5	0	5	5	73419.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-11	2022-05-15	4	0	5	5	82159.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-12	2022-05-15	3	0	5	5	81249.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-13	2022-05-19	6	0	5	5	83370.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-14	2022-05-19	5	0	5	5	77141.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-15	2022-05-21	6	0	5	5	90453.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-16	2022-05-22	6	0	5	5	90975.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-17	2022-05-22	5	0	5	5	92943.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-18	2022-05-22	4	0	5	5	96289.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-19	2022-05-25	6	0	5	5	98316.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-20	2022-05-25	5	0	5	5	97389.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-21	2022-05-27	6	0	5	5	105595.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-22	2022-06-02	11	0	5	5	98802.8571429			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-23	2022-06-02	10	0	5	5	94615.1428571			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-24	2022-06-02	9	0	5	5	93026.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-25	2022-06-02	8	0	5	5	94007.4285714			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-26	2022-06-02	7	0	5	5	101044.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-27	2022-06-02	6	0	5	5	100931.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-28	2022-06-03	6	0	5	5	100503.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-29	2022-06-04	6	0	5	5	95773.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-30	2022-06-04	5	0	5	5	92757.2857143			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-05-31	2022-06-04	4	0	5	5	95751.5714286			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-06-01	2022-06-04	3	0	5	5	91934.7142857			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-06-02	2022-06-04	2	0	5	5	85079.0			nation	usa-facts
0	us	confirmed_7dav_incidence_num	2022-06-03	2022-06-08	5	0	5	5	88741.5714286			nation	usa-facts
