usa_or_hhsregion	week_ending	variant	share	share_hi	share_lo	count_lt10	modeltype	time_interval	creation_date
USA	2021-08-28T00:00:00.000	B.1.617.2	0.986784040927887	0.9975961446762085	0.9759615659713745	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	B.1.1.7	0.001091563026420772	0.004807692021131516	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	B.1.621	0.001502512954175472	0.007211538031697273	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	P.1	0.0007582469843327999	0.004807692021131516	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	AY.2	0.001309080980718136	0.004807692021131516	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	B.1.621.1	0.0004695050010923296	0.002403846010565758	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	AY.1	0.0007245750166475773	0.004807692021131516	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	B.1.351	0.000001809999957913533	0.002403846010565758	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-08-28T00:00:00.000	Other	0.00735867116600275	0.0168269220739603	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	B.1.617.2	0.9892536401748657	0.9975961446762085	0.9783653616905212	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	B.1.1.7	0.00055995600996539	0.002403846010565758	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	B.1.621	0.001036425004713237	0.004807692021131516	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	P.1	0.000439230992924422	0.002403846010565758	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	AY.2	0.001013093977235258	0.004807692021131516	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	B.1.621.1	0.0003284240083303303	0.002403846010565758	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	AY.1	0.0006428079796023667	0.004807692021131516	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	B.1.351	8.279999974547536E-7	0.002403846010565758	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-09-04T00:00:00.000	Other	0.006725605111569166	0.01442307699471712	0	NULL	smoothed	weekly	2021-09-07T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.1.7	0.6888198256492615	0.7439446449279785	0.633217990398407	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.526	0.07443711906671524	0.1072664335370064	0.04498269781470299	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	P.1	0.07414508610963821	0.1072664335370064	0.04498269781470299	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.429	0.01917971111834049	0.03806228190660477	0.003460207721218467	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.2	0.01984481140971184	0.03806228190660477	0.006920415442436934	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.1.519	0.0213848203420639	0.03806228190660477	0.006920415442436934	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1	0.004830006044358015	0.01384083088487387	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.427	0.008042722940444946	0.02076124586164951	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.351	0.00612933374941349	0.0173010379076004	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	R.1	0.004501206334680319	0.01384083088487387	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.596	0.002419379306957126	0.01038062293082476	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.525	0.00327719678170979	0.01038062293082476	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.243	0.00106457166839391	0.006920415442436934	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.234	0.0008725696243345737	0.006920415442436934	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	P.2	0.0009140631300397217	0.006920415442436934	0	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-04-24T00:00:00.000	Other	0.07013757526874542		NULL	NULL	smoothed	biweekly	2021-05-04T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1	0.02361002191901207	0.02950373478233814	0.0188707523047924	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.1.519	0.03782635182142258	0.05427886545658112	0.02622249908745289	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.1.7	0.1095719859004021	0.1516047716140747	0.07811982184648514	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.2	0.333528608083725	0.3854741454124451	0.2853329181671143	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.427	0.04574820771813393	0.07677684724330902	0.02689420059323311	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.429	0.09682657569646835	0.1533168852329254	0.0596831813454628	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.526	0.07033892720937729	0.1385495215654373	0.03436990454792976	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	P.1	0.000669553002808243	0.002197555033490062	0.0002037829981418326	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.617.1	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.617.2	0.0002833539911080152	0.001890880987048149	4.239999907440506e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.617.3	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	P.2	0.008374981582164764	0.01205688994377851	0.005810834933072329	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.351	0.004919822793453932	0.008949725888669491	0.002699570963159204	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	B.1.525	0.002925419015809894	0.004332289099693298	0.001974510960280895	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-02-27T00:00:00.000	Other	0.2653761804103851	0.2923761606216431	0.2400238215923309	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1	0.01832347549498081	0.02231253869831562	0.01503661461174488	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.1.519	0.05143925547599792	0.06585618108510971	0.04004312679171562	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.1.7	0.268529862165451	0.3278921842575073	0.216453492641449	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.2	0.2188062518835068	0.2602975070476532	0.1822987347841263	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.427	0.04283740743994713	0.06319510936737061	0.02883588150143623	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.429	0.09373802691698074	0.147352322936058	0.05829756334424019	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.526	0.08831975609064102	0.1369170099496841	0.05585529282689095	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	P.1	0.005435633938759565	0.01211291365325451	0.002430170075967908	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.617.1	0.00006549999670824036	0.0002350860013393685	1.82999992830446e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.617.2	0.00008620000153314322	0.000500582973472774	1.479999991715886e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.617.3	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	P.2	0.006413639988750219	0.009917979128658772	0.004142315126955509	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.351	0.004763158038258553	0.008302792906761169	0.002728383056819439	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	B.1.525	0.002386933891102672	0.003635318949818611	0.001566575025208294	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-13T00:00:00.000	Other	0.198854848742485	0.2255658358335495	0.1745938062667847	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1	0.01298712193965912	0.01548388414084911	0.01088850758969784	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.1.519	0.0451483465731144	0.05946195498108864	0.03415517136454582	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.1.7	0.4450536072254181	0.4995512664318085	0.3918461501598358	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.2	0.1055694222450256	0.1289961189031601	0.08597724139690399	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.427	0.02891427464783192	0.04482680559158325	0.01854069717228413	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.429	0.06631498783826828	0.09843245148658752	0.04416376352310181	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.526	0.152342215180397	0.2244803756475449	0.1003853678703308	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	P.1	0.01604507118463516	0.02647870965301991	0.009681804105639458	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.617.1	0.0005317680188454688	0.001148071954958141	0.0002462239935994148	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.617.2	0.0001139379965025	0.0008111880160868168	1.599999995960388e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.617.3	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	P.2	0.004076579120010138	0.006272898055613041	0.002647205023095012	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.351	0.008210824802517891	0.01307081431150436	0.005148449912667274	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	B.1.525	0.003986611030995846	0.005597698967903852	0.002837890991941094	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-03-27T00:00:00.000	Other	0.1107052266597748	0.1254504770040512	0.09749988466501236	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1	0.009040558710694313	0.0123717999085784	0.006600297056138515	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.1.519	0.02893714793026447	0.03801951557397842	0.02197487838566303	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.1.7	0.5922324061393738	0.6379072666168213	0.5449064373970032	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.2	0.03758754581212997	0.04495413973927498	0.03138843551278114	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.427	0.01719247363507748	0.02691035531461239	0.01094444841146469	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.429	0.04350693896412849	0.0613466314971447	0.03068546392023563	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.526	0.1545635014772415	0.207163542509079	0.1134085282683372	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	P.1	0.0359654538333416	0.05429347604513168	0.02366963028907776	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.617.1	0.001064314972609282	0.001827431959100068	0.000619670026935637	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.617.2	0.0008951110066846013	0.001447370043024421	0.000553456018678844	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.617.3	0.00001560000055178534	0.0001199059988721274	2.020000010816148e-06	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	P.2	0.001761954976245761	0.002454441972076893	0.001264596008695662	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.351	0.009939742274582386	0.01456472091376781	0.006773314904421568	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	B.1.525	0.004357248079031706	0.006267792079597712	0.003027301048859954	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-10T00:00:00.000	Other	0.06294002383947372	0.07212131470441818	0.05485844239592552	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1	0.01131105981767178	0.0146847190335393	0.008705615997314453	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.1.519	0.02050805278122425	0.02689540572464466	0.01561328489333391	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.1.7	0.6604809165000916	0.6986912488937378	0.6200599074363708	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.2	0.01305302977561951	0.01571189798414707	0.01083915680646896	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.427	0.01057078968733549	0.01489491667598486	0.007492448203265667	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.429	0.02296380326151848	0.03483285009860992	0.01507587730884552	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.526	0.1435035169124603	0.1841867566108704	0.1105882897973061	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	P.1	0.05297578871250153	0.07554914802312851	0.0368780717253685	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.617.1	0.001630102982744575	0.002349179936572909	0.001130884047597647	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.617.2	0.005931423045694828	0.008285785093903542	0.004243177827447653	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.617.3	0.00007270000060088933	0.0002740630006883293	1.929999962158035e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	P.2	0.0006882310262881219	0.001832625013776124	0.0002582760062068701	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.351	0.007962039671838284	0.0108072217553854	0.005861461162567139	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	B.1.525	0.003682577982544899	0.00567370280623436	0.002388538094237447	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-04-24T00:00:00.000	Other	0.04466596990823746	0.05189868062734604	0.03840040042996407	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1	0.01105680875480175	0.01575326733291149	0.007749462034553289	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.1.519	0.01187202520668507	0.01612778753042221	0.00872929859906435	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.1.7	0.6998926401138306	0.7286778092384338	0.669438898563385	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.2	0.00470919581130147	0.006339141167700291	0.003496873890981078	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.427	0.007056591100990772	0.01047689002007246	0.004747529048472643	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.429	0.01271548215299845	0.02027853205800056	0.007950246334075928	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.526	0.1220958828926086	0.1511711329221725	0.09796735644340515	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	P.1	0.06930258870124817	0.09324096888303757	0.05116329342126846	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.617.1	0.0006604259833693504	0.001084323041141033	0.0004021769855171442	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.617.2	0.01294640731066465	0.01722379960119724	0.009720763191580772	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.617.3	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	P.2	0.0001506130065536126	0.0003363770083524287	6.739999662386253e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.351	0.008515558205544949	0.01161725260317326	0.006236759945750237	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.525	0.002671343041583896	0.004333028104156256	0.00164584896992892	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	Other	0.03635445982217789	0.04423241689801216	0.02983579784631729	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1	0.01491728238761425	0.02122251875698566	0.01046530902385712	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.1.519	0.008964955806732178	0.01471799146384001	0.005448258947581053	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.1.7	0.6952323317527771	0.7220142483711243	0.6670599579811096	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.2	0.0009374470100738108	0.001460558036342263	0.0006015800172463059	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.427	0.004210229031741619	0.007857946678996086	0.002251964993774891	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.429	0.005896395072340965	0.01042660512030125	0.003327876096591353	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.526	0.1059419214725494	0.1280601322650909	0.08726160228252411	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	P.1	0.08748868107795715	0.1127607077360153	0.06745004653930664	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.617.1	0.0006026389892213047	0.001494399970397353	0.0002428940060781315	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.617.2	0.02839457243680954	0.03773682191967964	0.02131389454007149	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.617.3	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	P.2	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.351	0.006366630084812641	0.00998800341039896	0.004052890930324793	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.525	0.00127727200742811	0.002343232976272702	0.0006958890007808805	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-22T00:00:00.000	Other	0.03976964205503464	0.04925726354122162	0.03204786777496338	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1	0.01909050531685352	0.02932015992701054	0.01238439045846462	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.1.519	0.004576635081321001	0.007088595069944859	0.002952181966975331	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.1.7	0.6028048992156982	0.6405001878738403	0.563848614692688	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.2	0.0005307869869284332	0.001881333999335766	0.0001496070035500452	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.427	0.003143317997455597	0.006464857142418623	0.001525711035355926	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.429	0.003066298086196184	0.005353971850126982	0.001754389028064907	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.526	0.09325961023569107	0.1175536811351776	0.07356767356395721	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	P.1	0.11234100908041	0.1440531611442566	0.08690125495195389	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.617	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.617.1	0.0002128360065398738	0.001383977010846138	3.270000161137432e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.617.2	0.09508097171783447	0.1313646882772446	0.0680340975522995	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.617.3	0		NULL	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	P.2	0.0001430069969501346	0.001065746997483075	1.920000067912042e-05	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.351	0.003545135026797652	0.007493780925869942	0.001673612976446748	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	B.1.525	0.0005987209733575583	0.002710629953071475	0.0001320269948337227	1	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-06-05T00:00:00.000	Other	0.06160624697804451	0.07903433591127396	0.04782171919941902	NULL	weighted	biweekly	2021-06-22T00:00:00.000
USA	2021-05-08T00:00:00.000	AY.1	0.00004951837763655931	0.0003049314545933157	7.701788717895397e-07	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-08T00:00:00.000	AY.2	0		NULL	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.1.7	0.6928309202194214	0.7134749889373779	0.6715930104255676	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-08T00:00:00.000	B.1.617.2	0.01611372083425522	0.0200175903737545	0.01279565133154392	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-08T00:00:00.000	Other	0.2910058498382568	0.3117690682411194	0.270875483751297	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-15T00:00:00.000	AY.1	0.00003825070598395541	0.0003464256878942251	4.861103874986838e-08	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-15T00:00:00.000	AY.2	0.00006571909034391865	0.0003959987370762974	1.141387542702432e-06	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-15T00:00:00.000	B.1.1.7	0.6945012807846069	0.7146788239479065	0.6737498641014099	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-15T00:00:00.000	B.1.617.2	0.02269149012863636	0.02883890271186829	0.01755040884017944	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-15T00:00:00.000	Other	0.2827032804489136	0.303680419921875	0.2624079287052155	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-22T00:00:00.000	AY.1	0.0002800915099214762	0.001068905461579561	2.890992618631572e-05	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-22T00:00:00.000	AY.2	0.0002544379094615579	0.001050716848112643	2.054215292446315e-05	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.1.7	0.6712514758110046	0.6947982311248779	0.6470438838005066	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-22T00:00:00.000	B.1.617.2	0.03846999257802963	0.04868367314338684	0.02987652085721493	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-22T00:00:00.000	Other	0.2897440195083618	0.3145750164985657	0.2658190429210663	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-29T00:00:00.000	AY.1	0.001110958284698427	0.003882489632815123	0.0001468668051529676	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-29T00:00:00.000	AY.2	0.001421547727659345	0.003970667719841003	0.0003229959984309971	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-29T00:00:00.000	B.1.1.7	0.6203047633171082	0.6469876766204834	0.5930675268173218	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-29T00:00:00.000	B.1.617.2	0.06889257580041885	0.08686820417642593	0.05364207550883293	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-05-29T00:00:00.000	Other	0.3082701861858368	0.3353126645088196	0.2821743786334991	0	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-06-05T00:00:00.000	AY.1	0.0001002870267257094	0.0009769690223038197	6.9074296504823e-08	1	weighted	weekly	2021-11-02T00:00:00.000
USA	2021-06-05T00:00:00.000	AY.2	0.006427246611565351	0.02590028010308743	0.0005451336037367582	1	weighted	weekly	2021-11-02T00:00:00.000
